調味名稱,攤位,攤商名稱,品牌,來源(產地),夜市名稱,_id
薑,中華路二段315巷口,正宗福州麵,青禾商行,臺北市萬華區國興路52號1樓(青年公園附近),南機場夜市,1
黑糖,中華路二段307-309巷間,黑嚕嚕粉圓,黑嚕嚕粉圓店,台中市大里區仁德里四維街29巷15號1樓,南機場夜市,2
冰糖,中華路二段309-311巷間,肉羹涼麵,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,南機場夜市,3
香油,中華路二段309-311巷間,肉羹涼麵,辰邦股份有限公司,新北市新莊區化成路403巷47號,南機場夜市,4
醬油,中華路二段309-311巷間,肉羹涼麵,金蘭食品股份有限公司,桃園市大溪區介壽路236號,南機場夜市,5
鹽,中華路二段309-311巷間,肉羹涼麵,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,南機場夜市,6
胡椒,中華路二段307-309巷間,天品滷味,小磨坊國際貿易股份有限公司,台中市西屯區工業區一路70號7樓之1,南機場夜市,7
香油,中華路二段307-309巷間,天品滷味,北斗馨油股份有限公司,彰化縣北斗鎮地政路326之1號,南機場夜市,8
辣椒,中華路二段307-309巷間,天品滷味,自製,自製,南機場夜市,9
糖,中華路二段307-309巷間,天品滷味,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,南機場夜市,10
鹽,中華路二段307-309巷間,天品滷味,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,南機場夜市,11
沙拉油,中華路二段307-311巷間,厚道丼飯,美食家食材通路股份有限公司,新北市五股區成泰路二段185-2號,南機場夜市,12
番茄醬,中華路二段307-311巷間,厚道丼飯,台灣可果美股份有限公司,台南市善化區小新營394號,南機場夜市,13
糖,中華路二段307-311巷間,厚道丼飯,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,南機場夜市,14
醬油,中華路二段307-311巷間,厚道丼飯,味全食品工業股份有限公司,台北市中山區松江路125號,南機場夜市,15
鹽,中華路二段307-311巷間,厚道丼飯,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,南機場夜市,16
沙拉油,中華路二段307-313巷間,東山鴨頭,美食家,台南市官田區工業西路32號,南機場夜市,17
胡椒粉,中華路二段307-313巷間,東山鴨頭,盛祿隆實業有限公司,高雄大寮區濃公路256巷41號,南機場夜市,18
糖,中華路二段307-313巷間,東山鴨頭,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,南機場夜市,19
鹽,中華路二段307-313巷間,東山鴨頭,臺鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,南機場夜市,20
麵,92,陳品,無品牌,台灣,士林觀光夜市,3302
砂糖,中華路二段307巷,罔市手工粉圓,罔市手工粉圓加盟店,桃園市中壢區合浦街77號,南機場夜市,21
黑糖,中華路二段307巷,罔市手工粉圓,罔市手工粉圓加盟店,桃園市中壢區合浦街77號,南機場夜市,22
沙拉油,中華路二段307-309巷間,深海旗魚串,美食家食材通路股份有限公司,台南市安平區永華路二段373號,南機場夜市,23
哇沙米,中華路二段307-309巷間,深海旗魚串,合將整合行銷股份有限公司,臺北市內湖區基明路35巷16號8F之4,南機場夜市,24
胡椒粉,中華路二段307-309巷間,深海旗魚串,濟生股份有限公司,台北市大同區安西街116號,南機場夜市,25
辣椒醬,中華路二段307-309巷間,深海旗魚串,松芳醬園,屏東縣屏東市復興南路一段115號,南機場夜市,26
糖,中華路二段307-309巷間,深海旗魚串,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,南機場夜市,27
醬油膏,中華路二段307-309巷間,深海旗魚串,松芳醬園,屏東縣屏東市復興南路一段115號,南機場夜市,28
沙拉油,中華路二段307-309巷間,美珍越南,美食家食材通路股份有限公司,台南市安平區永華路二段373號,南機場夜市,29
花生醬,中華路二段307-309巷間,美珍越南,美華越南雜貨店,新北市三重區自強路二段40巷20號,南機場夜市,30
魚露,中華路二段307-309巷間,美珍越南,美華越南雜貨店,新北市三重區自強路二段40巷20號,南機場夜市,31
鹽,中華路二段307-309巷間,美珍越南,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,南機場夜市,32
沙拉油,中華路二段307-309巷間,大腸包小腸,福壽實業股份有限公司,台中市沙鹿區沙田路45號,南機場夜市,33
香油,中華路二段307-309巷間,大腸包小腸,富味鄉食品股份有限公司,新北市五股區五權路53號,南機場夜市,34
糖,中華路二段307-309巷間,大腸包小腸,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,南機場夜市,35
醬油,中華路二段307-309巷間,大腸包小腸,新亞醬園,新北市蘆洲區長安街285巷18號1樓,南機場夜市,36
鹽,中華路二段307-309巷間,大腸包小腸,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,南機場夜市,37
糖,廣州街235號路中,台灣人燒仙草,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,廣州街觀光夜市,38
糖,廣州街200號,仙草冰,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,廣州街觀光夜市,39
醬油,廣州街200號,豬血糕,金蘭食品股份有限公司,桃園市大溪區介壽路236號,廣州街觀光夜市,40
芝麻粉,饒河街10攤位,狀元糕,點點雜糧,新北市三重區雙園街57巷5號,饒河街觀光夜市,63
糖,廣州街241號,桃鳳湯,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,廣州街觀光夜市,41
醬油,廣州街241號路中,玉米竹竹烤玉米,金蘭食品股份有限公司,桃園市大溪區介壽路236號,廣州街觀光夜市,42
鹽,士林夜市地上一樓206攤,台灣水果,台鹽實業股份有限公司?,苗栗縣通霄鎮內島里122號,士林觀光夜市,43
海苔,士林夜市慈諴宮對面,冠魚蛋小屋,冠魚蛋小屋,台北市士林區大南路(士林廟口前),士林觀光夜市,44
檸檬鹽,士林夜市慈諴宮對面,冠魚蛋小屋,永芳香料食品加工所,台南市南區永成路三段103巷1號,士林觀光夜市,45
椒鹽,士林夜市慈諴宮對面,士林廟口我豪蝦,福記食品有限公司,新竹縣竹北市泰和里中華路692號1樓,士林觀光夜市,46
鹽,士林夜市慈諴宮對面,士林廟口我豪蝦,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,士林觀光夜市,47
鹽,士林夜市地上一樓,佳佳實業,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,士林觀光夜市,48
孜然粉,文山區景文街75號,大漢草原新疆羊肉串,龍源中藥行,台北市大同區迪化街一段172號,景美夜市,49
沙拉油,文山區景文街75號,大漢草原新疆羊肉串,佳格食品股份有限公司,台北市大安區仁愛路三段136號8樓801室,景美夜市,50
辣椒粉,文山區景文街75號,大漢草原新疆羊肉串,龍源中藥行,台北市大同區迪化街一段172號,景美夜市,51
鹽,文山區景文街75號,大漢草原新疆羊肉串,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,景美夜市,52
生辣椒,文山區景文街43號對面,瘋吃逢甲大腸包小腸,智光市場,新北市永和區中正路與民享街交叉口,景美夜市,53
哇沙米,文山區景文街43號對面,瘋吃逢甲大腸包小腸,愛買量販店-景美愛買店,台北市文山區景中街30巷12號,景美夜市,54
黑胡椒,文山區景文街43號對面,瘋吃逢甲大腸包小腸,智光市場,新北市永和區中正路與民享街交叉口,景美夜市,55
糖,文山區景文街43號對面,瘋吃逢甲大腸包小腸,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,景美夜市,56
鹽,文山區景文街43號對面,瘋吃逢甲大腸包小腸,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,景美夜市,57
沙拉油,文山區景美街81號,好口味蔥油餅,美食家食材通路股份有限公司,台南市安平區永華路二段373號,景美夜市,58
辣椒醬,文山區景美街81號,好口味蔥油餅,自製,台灣,景美夜市,59
醬油膏,文山區景美街81號,好口味蔥油餅,三珍醬油工廠,雲林縣新街路40號,景美夜市,60
鹽,文山區景美街81號,好口味蔥油餅,台鹽實業股份有限公司?,台南市南區健康路1段297號,景美夜市,61
糖,文山區景美街36號,景美廖家古早味雞蛋糕,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,景美夜市,62
花生粉,饒河街10攤位,狀元糕,點點雜糧,新北市三重區雙園街57巷5號,饒河街觀光夜市,64
糖,饒河街10攤位,狀元糕,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,65
胡椒粉,饒河街23號攤位,永哥爆漿好吃雞腿捲,老公仔標(統隆企業有限公司),台北市北投區立德路121巷18號,饒河街觀光夜市,66
沙拉油,饒河街25號攤位,現炸魷魚船,美食家食材通路股份有限公司,台南市安平區永華路二段373號,饒河街觀光夜市,67
芥末,饒河街25號攤位,現炸魷魚船,現炸魷魚船(臺中總店),臺中市北屯區經貿一路168巷225號,饒河街觀光夜市,68
胡椒,饒河街25號攤位,現炸魷魚船,現炸魷魚船(臺中總店),臺中市北屯區經貿一路168巷225號,饒河街觀光夜市,69
泰式酸辣醬,饒河街25號攤位,現炸魷魚船,現炸魷魚船(臺中總店),臺中市北屯區經貿一路168巷225號,饒河街觀光夜市,70
胡椒粉,饒河街26攤位,北極螺,天裕行(其美有限公司),台北市信義區松山路156之1號,饒河街觀光夜市,71
辣粉,饒河街26攤位,北極螺,天裕行(其美有限公司),台北市信義區松山路156之1號,饒河街觀光夜市,72
鹽,饒河街26攤位,北極螺,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,饒河街觀光夜市,73
醬油,饒河街27攤位,深海大魷魚,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6,饒河街觀光夜市,74
沙茶醬,饒河街攤商號碼304,玉米哥直立式炭烤玉米,勝益興食品有限公司,高雄市三民區遼北街7號,饒河街觀光夜市,75
糖,饒河街攤商號碼304,玉米哥直立式炭烤玉米,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,76
醬油,饒河街攤商號碼304,玉米哥直立式炭烤玉米,新亞醬園,新北市蘆洲區長安街285巷18號1樓,饒河街觀光夜市,77
鹽,饒河街攤商號碼304,玉米哥直立式炭烤玉米,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,饒河街觀光夜市,78
糖,饒河街33號攤位,健康鮮果汁,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,79
胡椒粉,饒河街34攤位,碳霸海鮮燒烤,天裕行(其美有限公司),台北市信義區松山路156之1號,饒河街觀光夜市,80
沙拉油,饒河街32攤位,饒河鳥蛋蝦球,美食家食材通路股份有限公司,台南市安平區永華路二段373號,饒河街觀光夜市,81
胡椒鹽,饒河街32攤位,饒河鳥蛋蝦球,小磨坊國際貿易股份有限公司,台中市西屯區工業區一路70號7樓之1,饒河街觀光夜市,82
海苔粉,饒河街32攤位,饒河鳥蛋蝦球,小磨坊國際貿易股份有限公司,台中市西屯區工業區一路70號7樓之1,饒河街觀光夜市,83
金梅醬油膏,饒河街223號攤位,原住民山豬肉香腸,新亞醬園,新北市蘆洲區長安街285巷18號1F,饒河街觀光夜市,84
海鹽,饒河街79號,生蠔哥海鮮炭烤,Kirkland Signature 科克蘭研磨地中海海鹽,法國,饒河街觀光夜市,107
黑胡椒,饒河街223號攤位,原住民山豬肉香腸,飛馬牌(濟生股份有限公司),台北市大同區安西街116號,饒河街觀光夜市,85
蒜泥,饒河街223號攤位,原住民山豬肉香腸,歸綏街批發市場,臺北市歸綏街,饒河街觀光夜市,86
靜岡芥末,饒河街223號攤位,原住民山豬肉香腸,歸綏街批發市場,臺北市歸綏街,饒河街觀光夜市,87
胡椒粉,饒河街43攤位,烤野生生蠔,天裕行(其美有限公司),台北市信義區松山路156之1號,饒河街觀光夜市,88
沙拉油,饒河街45號對面,炸彈蔥油餅,大統益股份有限公司,台南市官田區二鎮里工業西路32號,饒河街觀光夜市,89
醬油,饒河街45號對面,炸彈蔥油餅,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6,饒河街觀光夜市,90
鹽,饒河街45號對面,炸彈蔥油餅,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,饒河街觀光夜市,91
胡椒粒,饒河街173攤位,乾燒蛤,福利蔥蒜行,台北市大同區歸綏街246號,饒河街觀光夜市,92
沙拉油,饒河街61號攤位,一口煎餃,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,93
醬油,饒河街61號攤位,一口煎餃,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6,饒河街觀光夜市,94
沙拉油,饒河街63號店面右邊,老芋頭仔芋頭酥,大成長城企業股份有限公司,台南市永康區蔦松二街3號,饒河街觀光夜市,95
糖,饒河街63號店面右邊,老芋頭仔芋頭酥,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,96
香油,饒河街64號攤位,黑仔滷味,辰邦股份有限公司,新北市新莊區化成路403巷47號,饒河街觀光夜市,97
糖,饒河街64號攤位,黑仔滷味,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,98
醬油,饒河街64號攤位,黑仔滷味,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6,饒河街觀光夜市,99
鹽,饒河街64號攤位,黑仔滷味,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,饒河街觀光夜市,100
胡椒粉,饒河街66攤位,鹽酥雞,天裕行(其美有限公司),台北市信義區松山路156之1號,饒河街觀光夜市,101
辣椒粉,饒河街66攤位,鹽酥雞,天裕行(其美有限公司),台北市信義區松山路156之1號,饒河街觀光夜市,102
玉米粒,饒河街51號前,貝克現烤馬鈴薯,無品牌,泰國進口,饒河街觀光夜市,103
沙拉油,饒河街76號店面,旺角,佳格食品股份有限公司 ,台北市大安區仁愛路三段136號5樓,饒河街觀光夜市,104
糖,饒河街76號店面,旺角,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,105
胡椒粉,饒河街79號,生蠔哥海鮮炭烤,台灣第一家有限公司,新北市土城區成功街2-1號(土城工業區),饒河街觀光夜市,106
沙拉油,士林市場地下1樓45,蓁品美食,無品牌,台灣,士林觀光夜市,3303
細砂糖,饒河街79號,生蠔哥海鮮炭烤,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,108
醬油,饒河街79號,生蠔哥海鮮炭烤,金蘭食品股份有限公司,桃園市大溪區介壽路236號,饒河街觀光夜市,109
糖,饒河街90號攤位,王記高粱酒香腸,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,110
鹽,饒河街90號攤位,王記高粱酒香腸,台鹽實業股份有限公司?,台南市南區健康路1段297號,饒河街觀光夜市,111
沙拉油,饒河街97號攤位,宜蘭蔥捲餅,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,112
糖,饒河街97號攤位,宜蘭蔥捲餅,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,113
醬油,饒河街97號攤位,宜蘭蔥捲餅,金蘭食品股份有限公司,桃園市大溪區介壽路236號,饒河街觀光夜市,114
鹽,饒河街97號攤位,宜蘭蔥捲餅,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,饒河街觀光夜市,115
糖,饒河街119號攤位,天津北晟甘栗,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,116
糖,饒河街121攤位,現打果汁,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,117
糖,饒河街159號攤位,寶媽養生品,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,118
巧克力,饒河街166號攤位,牛B葫蘆王,三多士股份有限公司,台北市大安區四維路208巷3-1號1樓,饒河街觀光夜市,119
白糖,饒河街166號攤位,牛B葫蘆王,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,120
梅子粉,饒河街166號攤位,牛B葫蘆王,牛b葫蘆王總店,台中市西屯區文華路25之9號對面,饒河街觀光夜市,121
煉乳,饒河街166號攤位,牛B葫蘆王,盛發興食品股份有限公司,雲林縣斗六市斗六工業區民享街1號,饒河街觀光夜市,122
蜂蜜,饒河街166號攤位,牛B葫蘆王,牛b葫蘆王總店,台中市西屯區文華路25之9號對面,饒河街觀光夜市,123
沙拉油,饒河街171攤位,北京羊肉串,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,124
蠔油,饒河街172攤位,北大洋深海大魷魚,金蘭食品股份有限公司,桃園市大溪區介壽路236號,饒河街觀光夜市,125
糖,饒河街173號攤位,特濃戀鮮乳,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,126
果糖,饒河街182攤位,金桔檸檬,豐年豐和企業股份有限公司,台南市東區裕農路375號8樓,饒河街觀光夜市,127
糖,饒河街182攤位,金桔檸檬,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,128
糖,饒河街177號攤位,和之屋脆皮雞蛋燒,台灣糖業股份有限公司,台南市仁德區田厝里文華路二段326號,饒河街觀光夜市,129
沙拉油,饒河街178攤位,花枝燒,美食家食材通路股份有限公司,台南市安平區永華路二段373號,饒河街觀光夜市,130
糖,饒河街180攤位,木瓜牛奶,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,131
沙拉油,饒河街192號騎樓,甜心脆皮雞蛋糕,美食家食材通路股份有限公司,台南市安平區永華路二段373號,饒河街觀光夜市,132
糖,饒河街194號店面側邊,鄉淳布丁豆花,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,133
糖,饒河街224攤位,QQ涼圓,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,134
糖,饒河街224攤位,QQ涼圓,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,135
七味唐辛,饒河街179號攤位,幸花明太子起司烤餅,新北市明志路三段145號34弄2樓,幸花明太子起司烤餅(總店),饒河街觀光夜市,136
海苔,饒河街179號攤位,幸花明太子起司烤餅,幸花明太子起司烤餅(總店),新北市明志路三段145號34弄2樓,饒河街觀光夜市,137
蒜味粉,饒河街179號攤位,幸花明太子起司烤餅,幸花明太子起司烤餅(總店),新北市明志路三段145號34弄2樓,饒河街觀光夜市,138
沙拉油,饒河街233號攤位,有夠讚特大雞排,美食家食材通路股份有限公司,台南市安平區永華路二段373號,饒河街觀光夜市,139
胡椒鹽,饒河街233號攤位,有夠讚特大雞排,老公仔標(統隆企業有限公司),台北市北投區立德路121巷18號,饒河街觀光夜市,140
辣椒粉,饒河街233號攤位,有夠讚特大雞排,統隆企業有限公司,台北市北投區立德路121巷18號,饒河街觀光夜市,141
沙拉油,饒河街251號攤位,爆醬菇寶寶,美食家食材通路股份有限公司,台南市安平區永華路二段373號,饒河街觀光夜市,142
胡椒粉,饒河街251號攤位,爆醬菇寶寶,小磨坊國際貿易股份有限公司 ,台中市西屯區工業區一路70號7樓之1,饒河街觀光夜市,143
香油,饒河街252號攤位,福德魯味,日發麻油行,新北市三重區仁昌街94號,饒河街觀光夜市,144
糖,饒河街252號攤位,福德魯味,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,145
醬油,饒河街252號攤位,福德魯味,味全食品工業股份有限公司,台北市中山區松江路125號,饒河街觀光夜市,146
糖,饒河街254號攤位,杏花村,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,147
胡椒粉,饒河街255攤位,難忘蟹肉,老公仔標(統隆企業有限公司),台北市北投區立德路121巷18號,饒河街觀光夜市,148
辣椒粉,饒河街255攤位,難忘蟹肉,老公仔標(統隆企業有限公司),台北市北投區立德路121巷18號,饒河街觀光夜市,149
胡椒粉,饒河街256號攤位,難忘蟹肉,老公仔標(統隆企業有限公司),台北市北投區立德路121巷18號,饒河街觀光夜市,150
香油,延三觀光夜市,大腸煎,啟順蔥蒜行,台北市大同區歸綏街271號273號1樓,延三觀光夜市,263
辣椒粉,饒河街256號攤位,難忘蟹肉,老公仔標(統隆企業有限公司),台北市北投區立德路121巷18號,饒河街觀光夜市,151
冰糖,饒河街257攤位,大阿姨涼拌手撕雞,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,152
香油,饒河街257攤位,大阿姨涼拌手撕雞,辰邦股份有限公司,新北市新莊區化成路403巷47號,饒河街觀光夜市,153
醬油,饒河街257攤位,大阿姨涼拌手撕雞,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6,饒河街觀光夜市,154
沙拉油,饒河街264號攤位,QQ王子地瓜球,美食家(大統益股份有限公司),台南市官田區二鎮里工業西路32號,饒河街觀光夜市,155
醬油,饒河街265號攤位,大嘴巴空心鳳爪,金蘭食品股份有限公司,桃園市大溪區介壽路236號,饒河街觀光夜市,156
胡椒粉,饒河街266號攤位,永哥爆漿好吃雞腿捲,小磨坊國際貿易股份有限公司,台中市西屯工業區一路70號7樓之1,饒河街觀光夜市,157
醬油,饒河街269號攤位,越南美食,金蘭食品股份有限公司,桃園市大溪區介壽路236號,饒河街觀光夜市,158
醬油,饒河街274號攤位,金珍珠糯玉米,金蘭食品股份有限公司,桃園市大溪區介壽路236號,饒河街觀光夜市,159
沙拉油,饒河街285號攤位,蔙萵蔥餅,福壽實業股份有限公司,台中市沙鹿區沙田路45號,饒河街觀光夜市,160
香油,饒河街285號攤位,蔙萵蔥餅,福壽實業股份有限公司,台中市沙鹿區沙田路45號,饒河街觀光夜市,161
糖,饒河街285號攤位,蔙萵蔥餅,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,162
鹽,饒河街285號攤位,蔙萵蔥餅,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,饒河街觀光夜市,163
七味唐辛,饒河街286攤位,幸花明太子起司烤餅,幸花明太子起司烤餅(總店),新北市明志路三段145號34弄2樓,饒河街觀光夜市,164
海苔,饒河街286攤位,幸花明太子起司烤餅,幸花明太子起司烤餅(總店),新北市明志路三段145號34弄2樓,饒河街觀光夜市,165
蒜味粉,饒河街286攤位,幸花明太子起司烤餅,幸花明太子起司烤餅(總店),新北市明志路三段145號34弄2樓,饒河街觀光夜市,166
香油,饒河街287號攤位,雙保明小籠湯包,一滴香(辰邦股份有限公司),新北市新莊區化成路403巷47號,饒河街觀光夜市,167
糖,饒河街287號攤位,雙保明小籠湯包,台灣糖業股份有限公司,台南市仁德區田厝里文華路二段326號,饒河街觀光夜市,168
鹽,饒河街287號攤位,雙保明小籠湯包,台鹽實業股份有限公司,台南市南區健康路一段297號,饒河街觀光夜市,169
耐炸油,饒河街290號攤位,口袋吐司,美食家食材通路股份有限公司,台南市安平區永華路二段373號,饒河街觀光夜市,170
醬油,饒河街291號攤位,鮮烤魷魚,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6,饒河街觀光夜市,171
胡椒粉,延三觀光夜市,大腸煎,統隆企業有限公司,台北市北投區立德路121巷18號,延三觀光夜市,262
糖,饒河街292攤位,大腸包小腸,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,172
醬油,饒河街292攤位,大腸包小腸,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6,饒河街觀光夜市,173
台糖,饒河街293號攤位,純天然愛玉仙草,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,174
香油,饒河街294號攤位,大嘴巴空心鳳爪,福壽實業股份有限公司,台中市沙鹿區沙田路45號,饒河街觀光夜市,175
醬油,饒河街294號攤位,大嘴巴空心鳳爪,金蘭食品股份有限公司,桃園市大溪區介壽路236號,饒河街觀光夜市,176
甘草粉,饒河街306號攤位,呂小姐不一樣的情人果,勝元堂中藥,台北市大同區民生西路330號1樓,饒河街觀光夜市,177
梅粉,饒河街306號攤位,呂小姐不一樣的情人果,勝元堂中藥,台北市大同區民生西路330號1樓,饒河街觀光夜市,178
糖,饒河街306號攤位,呂小姐不一樣的情人果,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,179
煉乳,饒河街56號攤位,爸拿那法式薄餅,盛發興食品股份有限公司,雲林縣斗六市斗六工業區民享街1號,饒河街觀光夜市,180
梅粉,饒河街317號攤位,芭樂嫂,林桔園蜜餞行,彰化縣員林市員水路二段390號,饒河街觀光夜市,181
奶油,饒河街319號攤位,小熊燒,小熊與樹糕點屋,台中市西屯區大安街31號,饒河街觀光夜市,182
巧克力,饒河街319號攤位,小熊燒,小熊與樹糕點屋,台中市西屯區大安街31號,饒河街觀光夜市,183
沙拉油,饒河街321號攤位,三明治,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,184
糖,饒河街321號攤位,三明治,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,185
蠔油,饒河街324號攤位,北大洋深海大魷魚 烤魷魚,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6,饒河街觀光夜市,186
沙拉油,饒河街325號攤位,芋包芋,泰山企業股份有限公司,彰化縣田中鎮興工路6號,饒河街觀光夜市,187
胡椒粉,饒河街331號攤位,邱記10元碳烤,邱記企業社,新北市泰山區台麗街57號,饒河街觀光夜市,188
辣椒粉,饒河街331號攤位,邱記10元碳烤,邱記企業社,新北市泰山區台麗街57號,饒河街觀光夜市,189
沙茶醬,饒河街332號攤位,北港麻辣臭豆腐,牛頭牌(好帝一食品有限公司),台南市新市區大營里豐榮160號,饒河街觀光夜市,190
豆瓣醬,饒河街332號攤位,北港麻辣臭豆腐,哈哈醬園股份有限公司,高雄市岡山區仁壽南路110號,饒河街觀光夜市,191
豬油,饒河街332號攤位,北港麻辣臭豆腐,南松山市場,台北市松山區塔悠路40號,饒河街觀光夜市,192
糖,饒河街28號攤位,變態雞翅,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,193
