調味名稱,攤位,攤商名稱,品牌,來源(產地),夜市名稱,_id
醬油,饒河街28號攤位,變態雞翅,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6,饒河街觀光夜市,194
玫瑰鹽,饒河街334號攤位,頂級澳洲岩烤和牛,濟生股份有限公司,台北市大同區安西街116號,饒河街觀光夜市,195
黑胡椒粒,饒河街334號攤位,頂級澳洲岩烤和牛,濟生股份有限公司,台北市大同區安西街116號,饒河街觀光夜市,196
辣椒粉,饒河街334號攤位,頂級澳洲岩烤和牛,濟生股份有限公司,台北市大同區安西街116號,饒河街觀光夜市,197
胡椒粉,饒河街338號攤位,爆漿雞腿捲,飛馬牌(濟生股份有限公司),台北市大同區安西街116號,饒河街觀光夜市,198
黑糖,饒河街340號攤位,養生現壓甘蔗汁,南松山市場,台北市松山區塔悠路40號,饒河街觀光夜市,199
薑母,饒河街340號攤位,養生現壓甘蔗汁,南松山市場,台北市松山區塔悠路40號,饒河街觀光夜市,200
胡椒鹽,饒河街342號攤位,不一樣碳烤杏鮑菇,小磨坊國際貿易股份有限公司,台中市西屯區工業區一路70號7樓之1,饒河街觀光夜市,201
檸檬,饒河街342號攤位,不一樣碳烤杏鮑菇,小磨坊國際貿易股份有限公司,台中市西屯區工業區一路70號7樓之1,饒河街觀光夜市,202
醬油,饒河街342號攤位,不一樣碳烤杏鮑菇,金蘭食品股份有限公司,桃園市大溪區介壽路236號,饒河街觀光夜市,203
七味唐辛子,饒河街路中122號攤位,乙町翁日式岩燒,小磨坊國際貿易股份有限公司,台中市西屯區工業區一路70號7樓之1,饒河街觀光夜市,204
玫瑰鹽,饒河街路中122號攤位,乙町翁日式岩燒,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,饒河街觀光夜市,205
芥末粉,饒河街路中122號攤位,乙町翁日式岩燒,小磨坊國際貿易股份有限公司,台中市西屯區工業區一路70號7樓之1,饒河街觀光夜市,206
糖,饒河街344號攤位,是茶非茶,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,207
糖,饒河街117號攤位,港仔找茶,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,208
胡椒鹽,饒河街328號攤位,不一樣碳烤杏鮑菇,小磨坊國際貿易股份有限公司,台中市西屯區工業區一路70號7樓之1,饒河街觀光夜市,209
檸檬,饒河街328號攤位,不一樣碳烤杏鮑菇,小磨坊國際貿易股份有限公司,台中市西屯區工業區一路70號7樓之1,饒河街觀光夜市,210
醬油,饒河街328號攤位,不一樣碳烤杏鮑菇,金蘭食品股份有限公司,桃園市大溪區介壽路236號,饒河街觀光夜市,211
醬油膏,饒河街192號店面前,串燒臭豆腐,新亞醬園,新北市蘆洲區長安街285巷18號1樓,饒河街觀光夜市,212
沙拉醬,饒河街231-右邊攤位,裕子燒,瑞西莎拉醬(維味香食品工廠),台南市六甲區龜港里142號,饒河街觀光夜市,213
鹽,饒河街231-左邊,極品鹽水雞,台鹽實業股份有限公司 ,台南市南區健康路1段297號,饒河街觀光夜市,214
糖,饒河街253號攤位,難忘米粉湯,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,215
糖,饒河街337號攤位,糖戀愛,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,216
香油,饒河街333號攤位,紅燒牛肉麵,辰邦股份有限公司,新北市新莊區化成路403巷47號,饒河街觀光夜市,217
醬油,饒河街333號攤位,紅燒牛肉麵,味王股份有限公司,台北市中山區中山北路二段79號6樓,饒河街觀光夜市,218
鹽,饒河街333號攤位,紅燒牛肉麵,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,饒河街觀光夜市,219
花生粉,延平北路三段32號,魏祥記麻糬,昇逸商行,台北市大同區蘭州街74號,延三觀光夜市,220
糖,延平北路三段32號,魏祥記麻糬,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,221
鹽,延平北路三段32號,魏祥記麻糬,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,延三觀光夜市,222
台鹽,延平北路三段16號前面,鵝肉華,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,延三觀光夜市,223
醬油,延平北路三段16號前面,鵝肉華,金蘭食品股份有限公司,桃園市大溪區介壽路236號,延三觀光夜市,224
鹽,延平北路三段21號前面,魷魚羹、蚵仔煎,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,延三觀光夜市,225
沙拉油,延平北路三段24號前面,台北橋頭,大成長城企業股份有限公司,台南市永康區蔦松二街3號,延三觀光夜市,226
花生粉,延平北路三段24號前面,台北橋頭,昇逸商行,台北市大同區蘭州街74號,延三觀光夜市,227
砂糖,延平北路三段24號前面,台北橋頭,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,228
豬油,延平北路三段24號前面,台北橋頭,自製,臺灣,延三觀光夜市,229
糖,延平北路三段24號前面,台北橋頭,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,230
沙拉油,延平北路三段26號,大眾素食,福壽實業股份有限公司,台中市沙鹿區沙田路45號,延三觀光夜市,231
芝麻醬,延平北路三段26號,大眾素食,信成油廠股份有限公司,台北市大同區民生西路96號,延三觀光夜市,232
香油,延平北路三段26號,大眾素食,信成油廠股份有限公司,台北市大同區民生西路96號,延三觀光夜市,233
糖,延平北路三段26號,大眾素食,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,234
醬油,延平北路三段26號,大眾素食,統一企業股份有限公司,台南市永康區鹽行里中正路301號,延三觀光夜市,235
鹽,延平北路三段26號,大眾素食,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,延三觀光夜市,236
白胡椒粉,延平北路三段8號前,花枝羹,濟生股份有限公司,台北市大同區安西街116號,延三觀光夜市,237
沙茶醬,延平北路三段8號前,花枝羹,好帝一食品有限公司,台南市新市區大營里豐榮160號,延三觀光夜市,238
味精,延平北路三段8號前,花枝羹,味全食品工業股份有限公司,台北市中山區松江路125號,延三觀光夜市,239
香油,延平北路三段8號前,花枝羹,日發麻油行,新北市三重區仁昌街94號,延三觀光夜市,240
黑醋,延平北路三段8號前,花枝羹,大安工研食品工廠股份有限公司,台北市大安區忠孝東路3段10巷1號,延三觀光夜市,241
辣椒,延平北路三段8號前,花枝羹,西寧市場,台北市萬華區西寧南路4號,延三觀光夜市,242
豬油,延平北路三段8號前,花枝羹,自製,臺灣,延三觀光夜市,243
糖,延平北路三段8號前,花枝羹,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,244
醬油,延平北路三段8號前,花枝羹,味王股份有限公司,台北市中山區中山北路二段79號6樓,延三觀光夜市,245
鹽,延平北路三段8號前,花枝羹,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,延三觀光夜市,246
香油,延三觀光夜市,鼎品滷味,建國製油工業有限公司,桃園市龍潭區高原路367巷161號,延三觀光夜市,247
辣椒醬,延三觀光夜市,鼎品滷味,自製,台灣,延三觀光夜市,248
糖,延三觀光夜市,鼎品滷味,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,249
醬油,延三觀光夜市,鼎品滷味,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6,延三觀光夜市,250
鹽,延三觀光夜市,鼎品滷味,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,延三觀光夜市,251
沙拉油,延平北路三段36號騎樓,生炒魷魚羹,大成長城企業股份有限公司,台南市永康區蔦松二街3號,延三觀光夜市,252
味精,延平北路三段36號騎樓,生炒魷魚羹,味丹企業股份有限公司,台中市沙鹿區興安路65號,延三觀光夜市,253
香油,延平北路三段36號騎樓,生炒魷魚羹,福壽實業股份有限公司,台中市沙鹿區沙田路45號,延三觀光夜市,254
糖,延平北路三段36號騎樓,生炒魷魚羹,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,255
鹽,延平北路三段36號騎樓,生炒魷魚羹,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,延三觀光夜市,256
甜麵醬,延平北路三段38號前面,大橋頭潤餅,台農醬園,台北市大同區迪化街一段210號,延三觀光夜市,257
糖,延平北路三段38號前面,大橋頭潤餅,臺鹽實業股份有限公司,苗栗縣通霄鎮122號,延三觀光夜市,258
鹽,延平北路三段38號前面,大橋頭潤餅,臺灣糖業股份有限公司,臺南市仁德區文華路2段326號,延三觀光夜市,259
沙拉油,延三觀光夜市,大腸煎,大成長城企業股份有限公司,台南市永康區蔦松二街3號,延三觀光夜市,260
味精,延三觀光夜市,大腸煎,味全食品工業股份有限公司,台北市中山區松江路125號,延三觀光夜市,261
糖,延三觀光夜市,大腸煎,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,264
醬油,延三觀光夜市,大腸煎,金蘭食品股份有限公司,桃園市大溪區介壽路236號,延三觀光夜市,265
鹽,延三觀光夜市,大腸煎,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,延三觀光夜市,266
沙拉油,延三觀光夜市,郁香花蓮扁食,大統益股份有限公司,台南市官田區二鎮里工業西路32號,延三觀光夜市,267
味精,延三觀光夜市,郁香花蓮扁食,味王股份有限公司,台北市中山區中山北路二段79號6樓,延三觀光夜市,268
香油,延三觀光夜市,郁香花蓮扁食,辰邦股份有限公司,新北市新莊區化成路403巷47號,延三觀光夜市,269
糖,延三觀光夜市,郁香花蓮扁食,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,270
醬油,延三觀光夜市,郁香花蓮扁食,丸莊食品工業股份有限公司,雲林縣二崙鄉隆興路12之30號,延三觀光夜市,271
鹽,延三觀光夜市,郁香花蓮扁食,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,延三觀光夜市,272
味精,台北市大同區延平北路三段47號,炒麵專家,味王股份有限公司,台北市中山區中山北路二段79號6樓,延三觀光夜市,273
香油,台北市大同區延平北路三段47號,炒麵專家,惠通雜糧行,台北市大同區迪化街一段175號,延三觀光夜市,274
豬油,台北市大同區延平北路三段47號,炒麵專家,芳福企業有限公司,新北市新莊區化成路375巷35號1樓,延三觀光夜市,275
糖,台北市大同區延平北路三段47號,炒麵專家,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,276
醬油,台北市大同區延平北路三段47號,炒麵專家,味全食品工業股份有限公司,台北市中山區松江路125號,延三觀光夜市,277
鹽,台北市大同區延平北路三段47號,炒麵專家,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,延三觀光夜市,278
沙茶醬,延三觀光夜市,35年老攤台灣土羊肉,好帝一食品有限公司,台南市新市區大營里豐榮160號,延三觀光夜市,279
純黑麻油,延三觀光夜市,35年老攤台灣土羊肉,李九英麻油老舖,台北市大同區環河北路二段,延三觀光夜市,280
豬油,延三觀光夜市,35年老攤台灣土羊肉,芳福企業有限公司,新北市新莊區化成路375巷35號1樓,延三觀光夜市,281
醬油,延三觀光夜市,35年老攤台灣土羊肉,永芳醬園股份有限公司,新北市永和區仁愛路141巷52號,延三觀光夜市,282
鹽,延三觀光夜市,35年老攤台灣土羊肉,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,延三觀光夜市,283
沙拉油,延平北路三段54號前面,古早飯,大成長城企業股份有限公司,台南市永康區蔦松二街3號,延三觀光夜市,284
味精,延平北路三段54號前面,古早飯,味王股份有限公司,台北市中山區中山北路二段79號6樓,延三觀光夜市,285
香油,延平北路三段54號前面,古早飯,大成長城企業股份有限公司,台南市永康區蔦松二街3號,延三觀光夜市,286
糖,延平北路三段54號前面,古早飯,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,287
醬油,延平北路三段54號前面,古早飯,統萬股份有限公司,台南市東區中華東路二段193號18樓之12,延三觀光夜市,288
鹽,延平北路三段54號前面,古早飯,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,延三觀光夜市,289
七味粉,延平北路三段57號,紅紅木啤兒串燒,啟順蔥蒜行,台北市大同區歸綏街271號273號1樓,延三觀光夜市,290
沙拉油,延平北路三段57號,紅紅木啤兒串燒,啟順蔥蒜行,台北市大同區歸綏街271號273號1樓,延三觀光夜市,291
味精,延平北路三段57號,紅紅木啤兒串燒,味丹企業股份有限公司,台中市沙鹿區興安路65號,延三觀光夜市,292
香油,延平北路三段57號,紅紅木啤兒串燒,啟順蔥蒜行,台北市大同區歸綏街271號273號1樓,延三觀光夜市,293
辣椒粉,延平北路三段57號,紅紅木啤兒串燒,啟順蔥蒜行,台北市大同區歸綏街271號273號1樓,延三觀光夜市,294
糖,延平北路三段57號,紅紅木啤兒串燒,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,295
醬油,延平北路三段57號,紅紅木啤兒串燒,啟順蔥蒜行,台北市大同區歸綏街271號273號1樓,延三觀光夜市,296
鹽,延平北路三段57號,紅紅木啤兒串燒,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,延三觀光夜市,297
豬油,延三觀光夜市,口福魯肉飯,自製,臺灣,延三觀光夜市,298
糖,延三觀光夜市,口福魯肉飯,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,299
醬油,延三觀光夜市,口福魯肉飯,永芳醬園股份有限公司,新北市永和區仁愛路141巷52號,延三觀光夜市,300
鹽,延三觀光夜市,口福魯肉飯,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,延三觀光夜市,301
牛油,延三觀光夜市,汕頭原汁牛肉麵,西寧市場,台北市萬華區西寧南路4號,延三觀光夜市,302
醬油,延三觀光夜市,汕頭原汁牛肉麵,金蘭食品股份有限公司,桃園市大溪區介壽路236號,延三觀光夜市,303
鹽,延三觀光夜市,汕頭原汁牛肉麵,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,延三觀光夜市,304
味精,延平北路三段中華電信門口,油飯,味丹企業股份有限公司,台中市沙鹿區興安路65號,延三觀光夜市,305
香油,延平北路三段中華電信門口,油飯,源順芝麻觀光油廠,雲林縣土庫鎮成功路1-62號,延三觀光夜市,306
豬油,延平北路三段中華電信門口,油飯,正記行,台北市大同區民樂街175號,延三觀光夜市,307
糖,延平北路三段中華電信門口,油飯,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,308
醬油,延平北路三段中華電信門口,油飯,金蘭食品股份有限公司,桃園市大溪區介壽路236號,延三觀光夜市,309
醬油,士林市場地下1樓45,蓁品美食,無品牌,台灣,士林觀光夜市,3304
鹽,延平北路三段中華電信門口,油飯,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,延三觀光夜市,310
糖,延平北路三段76號前面,黑丸嫩仙草,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,311
豆瓣醬,延平北路三段80號,新營人牛肉,家見企業有限公司,台北市大同區歸綏街234號1樓,延三觀光夜市,312
芝麻香油,延平北路三段80號,新營人牛肉,三豐食品工廠,新北市新莊區化成路100號,延三觀光夜市,313
香油,延平北路三段80號,新營人牛肉,三豐食品工廠,新北市新莊區化成路100號,延三觀光夜市,314
豬油,延平北路三段80號,新營人牛肉,芳福真有香,新北市新莊區化成路375巷35-37號,延三觀光夜市,315
醬油,延平北路三段80號,新營人牛肉,味王股份有限公司,台北市中山區中山北路二段79號6樓,延三觀光夜市,316
鹽,延平北路三段80號,新營人牛肉,三豐食品工廠,新北市新莊區化成路100號,延三觀光夜市,317
沙拉油,延平北路三段85號前面,金雞舞炸物攤,台農醬園,台北市大同區迪化街一段210號,延三觀光夜市,318
胡椒,延平北路三段85號前面,金雞舞炸物攤,永利行,台北市大同區迪化街一段160號,延三觀光夜市,319
沙拉油,延三觀光夜市,德魯肉飯、肉粥,美食家食材通路股份有限公司,台南市安平區永華路二段373號,延三觀光夜市,320
味精,延三觀光夜市,德魯肉飯、肉粥,味王股份有限公司,台北市中山區中山北路二段79號6樓,延三觀光夜市,321
油膏,延三觀光夜市,德魯肉飯、肉粥,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6,延三觀光夜市,322
糖,延三觀光夜市,德魯肉飯、肉粥,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,323
醬油,延三觀光夜市,德魯肉飯、肉粥,味全食品工業股份有限公司,台北市中山區松江路125號,延三觀光夜市,324
鹽,延三觀光夜市,德魯肉飯、肉粥,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,延三觀光夜市,325
沙拉油,昌吉街119號,羊仔湯屋,台農醬園,台北市大同區迪化街一段210號,延三觀光夜市,326
糖,昌吉街119號,羊仔湯屋,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,327
醬油,昌吉街119號,羊仔湯屋,台農醬園,台北市大同區迪化街一段210號,延三觀光夜市,328
鹽,昌吉街119號,羊仔湯屋,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,延三觀光夜市,329
味精,延平北路三段121號前面,牛爺爺生炒沙茶牛肉,味王股份有限公司,台北市中山區中山北路二段79號6樓,延三觀光夜市,330
豬油,延平北路三段121號前面,牛爺爺生炒沙茶牛肉,芳福企業有限公司,新北市新莊區化成路375巷35號1樓,延三觀光夜市,331
醬油,延平北路三段121號前面,牛爺爺生炒沙茶牛肉,永芳醬園股份有限公司,新北市永和區仁愛路141巷52號,延三觀光夜市,332
鹽,延平北路三段121號前面,牛爺爺生炒沙茶牛肉,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,延三觀光夜市,333
沙茶醬,延平北路三段12號前面,筒仔米糕,好帝一食品有限公司,台南市新市區大營里豐榮160號,延三觀光夜市,334
味精,延平北路三段12號前面,筒仔米糕,味王股份有限公司,台北市中山區中山北路二段79號6樓,延三觀光夜市,335
香油,延平北路三段12號前面,筒仔米糕,台農醬園,台北市大同區迪化街一段210號,延三觀光夜市,336
糖,延平北路三段12號前面,筒仔米糕,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,337
醬油,延平北路三段12號前面,筒仔米糕,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6,延三觀光夜市,338
鹽,延平北路三段12號前面,筒仔米糕,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,延三觀光夜市,339
辣椒醬,延平北路三段146號,生魚片,丸莊食品工業股份有限公司,雲林縣二崙鄉隆興路12之30號,延三觀光夜市,340
糖,延平北路三段146號,生魚片,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,341
靜岡芥辣粉,延平北路三段146號,生魚片,信州食品股份有限公司,台北市中山區龍江路328巷4號1樓,延三觀光夜市,342
醬油,延平北路三段146號,生魚片,家成行,台北市大同區民樂街141號,延三觀光夜市,343
豬油,延平北路三段152號前面,老程麵店,太平市場,台北市大同區延平北路二段247巷,延三觀光夜市,344
糖,延平北路三段152號前面,老程麵店,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,345
醬油,延平北路三段152號前面,老程麵店,西螺大同醬油股份有限公司,雲林縣斗六市工業區斗工二路39號,延三觀光夜市,346
鹽,延平北路三段152號前面,老程麵店,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,延三觀光夜市,347
沙拉油,延三觀光夜市,鼎邊銼,美食家食材通路股份有限公司,台南市安平區永華路二段373號,延三觀光夜市,348
味精,延三觀光夜市,鼎邊銼,味王股份有限公司,台北市中山區中山北路二段79號6樓,延三觀光夜市,349
糖,延三觀光夜市,鼎邊銼,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,350
醬油,延三觀光夜市,鼎邊銼,金蘭食品股份有限公司,桃園市大溪區介壽路236號,延三觀光夜市,351
鹽,延三觀光夜市,鼎邊銼,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,延三觀光夜市,352
味精,延平北路三段19之2號前面,大橋頭肉粽,味丹企業股份有限公司,台中市沙鹿區興安路65號,延三觀光夜市,353
糖,延平北路三段19之2號前面,大橋頭肉粽,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,354
醬油,延平北路三段19之2號前面,大橋頭肉粽,統萬股份有限公司,台南市東區中華東路二段193號18樓之12,延三觀光夜市,355
鹽,延平北路三段19之2號前面,大橋頭肉粽,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,延三觀光夜市,356
香油,延平北路三段19之六號前面,麻辣鹽水雞,鎧逸企業股份有限公司,新北市三峽區中華路74號之1,延三觀光夜市,357
香油,延平北路三段25之2號前面,好豆陣,富味鄉食品股份有限公司,新北市五股區五權路53號,延三觀光夜市,358
糖,延平北路三段25之2號前面,好豆陣,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,359
醬油,延平北路三段25之2號前面,好豆陣,自製,台灣,延三觀光夜市,360
鹽,延平北路三段25之2號前面,好豆陣,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,延三觀光夜市,361
沙拉油,延三觀光夜市,無名早餐店,福壽實業股份有限公司,台中市沙鹿區沙田路45號,延三觀光夜市,362
味精,延三觀光夜市,無名早餐店,味王股份有限公司,台北市中山區中山北路二段79號6樓,延三觀光夜市,363
紅糖,延三觀光夜市,無名早餐店,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,364
香油,延三觀光夜市,無名早餐店,信成油廠股份有限公司,台北市大同區民生西路96號,延三觀光夜市,365
辣椒醬,延三觀光夜市,無名早餐店,台農醬園,台北市大同區迪化街一段210號,延三觀光夜市,366
糖,延三觀光夜市,無名早餐店,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,367
醬油,延三觀光夜市,無名早餐店,金蘭食品股份有限公司,桃園市大溪區介壽路236號,延三觀光夜市,368
鹽,延三觀光夜市,無名早餐店,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,延三觀光夜市,369
沙拉油,延平北路三段3號前面,保記傳統小籠包,大成長城企業股份有限公司,台南市永康區蔦松二街3號,延三觀光夜市,370
芝麻香油,延平北路三段3號前面,保記傳統小籠包,富香油脂食品有限公司,彰化縣福興鄉福興村福興路21號,延三觀光夜市,371
辣椒,延平北路三段3號前面,保記傳統小籠包,自製,臺灣,延三觀光夜市,372
醋,延平北路三段3號前面,保記傳統小籠包,大安工研食品工廠股份有限公司,台北市大安區忠孝東路3段10巷1號,延三觀光夜市,373
醬油,延平北路三段3號前面,保記傳統小籠包,金蘭食品股份有限公司,桃園市大溪區介壽路236號,延三觀光夜市,374
鹽,延平北路三段3號前面,保記傳統小籠包,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,延三觀光夜市,375
香油,延平北路三段27號前面,滷之家,信成油廠股份有限公司,台北市大同區民生西路96號,延三觀光夜市,376
糖,延平北路三段27號前面,滷之家,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,377
醬油,延平北路三段27號前面,滷之家,金蘭食品股份有限公司,桃園市大溪區介壽路236號,延三觀光夜市,378
鹽,延平北路三段27號前面,滷之家,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,延三觀光夜市,379
沙拉油,延平北路三段32之1號,陽春麵,勝興食品加工廠有限公司,新北市土城區員林里中央路1段365巷2之2號,延三觀光夜市,380
味精,延平北路三段32之1號,陽春麵,味王股份有限公司,台北市中山區中山北路二段79號6樓,延三觀光夜市,381
糖,延平北路三段32之1號,陽春麵,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,382
醬油,延平北路三段32之1號,陽春麵,金蘭食品股份有限公司,桃園市大溪區介壽路236號,延三觀光夜市,383
鹽,延平北路三段32之1號,陽春麵,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,延三觀光夜市,384
沙拉油,延平北路三段36-2號前面,大腸麵線,大成長城企業股份有限公司,台南市永康區蔦松二街3號,延三觀光夜市,385
味精,延平北路三段36-2號前面,大腸麵線,味王股份有限公司,台北市中山區中山北路二段79號6樓,延三觀光夜市,386
糖,延平北路三段36-2號前面,大腸麵線,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,387
醬油,延平北路三段36-2號前面,大腸麵線,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6,延三觀光夜市,388
鹽,延平北路三段36-2號前面,大腸麵線,臺灣糖業股份有限公司,臺南市仁德區文華路2段326號,延三觀光夜市,389
糖,延三觀光夜市,周胖子鮮果汁,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,390
薑汁,延三觀光夜市,周胖子鮮果汁,自製,臺灣,延三觀光夜市,391
味精,延三觀光夜市,汕頭老牌四神湯,味丹企業股份有限公司,台中市沙鹿區興安路65號,延三觀光夜市,392
甜辣醬,延三觀光夜市,汕頭老牌四神湯,三豐食品工廠,新北市新莊區化成路100號,延三觀光夜市,393
豬油,延三觀光夜市,汕頭老牌四神湯,自製,臺灣,延三觀光夜市,394
豬油,延三觀光夜市,汕頭老牌四神湯,自製,台灣,延三觀光夜市,395
糖,延三觀光夜市,汕頭老牌四神湯,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,延三觀光夜市,396
醬油,延三觀光夜市,汕頭老牌四神湯,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6,延三觀光夜市,397
鹽,延三觀光夜市,汕頭老牌四神湯,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,延三觀光夜市,398
沙拉油,延平北路三段45號前面,握蝦飯,大成長城企業股份有限公司,台南市永康區蔦松二街3號,延三觀光夜市,399
