調味名稱,攤位,攤商名稱,品牌,來源(產地),夜市名稱,_id
鹽,長安東路2段171-9號前,雞站鹽酥雞,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,遼寧街夜市,788
黑糖,23,三星蔥肉捲,寶山糖業有限公司,新竹縣寶山鄉寶新路312號,寧夏觀光夜市,789
糖,23,三星蔥肉捲,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,寧夏觀光夜市,790
醬油、醬油膏,23,三星蔥肉捲,金蘭食品股份有限公司,桃園市大溪區介壽路236號,寧夏觀光夜市,791
沙拉油,28,炒飯郎,大成長城企業股份有限公司,台南市永康區蔦松二街3號,寧夏觀光夜市,792
味醂,28,炒飯郎,穀盛股份有限公司,嘉義縣民雄工業區中正路36號,寧夏觀光夜市,793
糖,28,炒飯郎,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,寧夏觀光夜市,794
醬油,28,炒飯郎,金蘭食品股份有限公司,桃園市大溪區介壽路236號,寧夏觀光夜市,795
鹽,28,炒飯郎,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,寧夏觀光夜市,796
味精,38,范太太赤肉飯,味全食品工業股份有限公司,台北市中山區松江路125號,寧夏觀光夜市,797
香油,38,范太太赤肉飯,信成油廠股份有限公司,台北市大同區民生西路96號,寧夏觀光夜市,798
豬油,38,范太太赤肉飯,雙連市場,台北市大同區民生西路198號,寧夏觀光夜市,799
糖,38,范太太赤肉飯,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,寧夏觀光夜市,800
醬油,38,范太太赤肉飯,金蘭食品股份有限公司,桃園市大溪區介壽路236號,寧夏觀光夜市,801
鹽,38,范太太赤肉飯,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,寧夏觀光夜市,802
糖,114號,童年木瓜牛奶,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,寧夏觀光夜市,803
白胡椒,士林市場地下1樓 60,士林昇香腸,濟生股份有限公司,台北市大同區安西街116號,士林觀光夜市,804
味精,士林市場地下1樓 60,士林昇香腸,味丹企業股份有限公司,台中市沙鹿區興安路65號,士林觀光夜市,805
甜辣醬,士林市場地下1樓 60,士林昇香腸,勇盛醬園,新竹縣新豐鄉建興路一段201巷9號之1,士林觀光夜市,806
辣椒粉,士林市場地下1樓 60,士林昇香腸,松井生技開發食品有限公司,嘉義縣太保市後潭里後潭453之5號,士林觀光夜市,807
糖,士林市場地下1樓 60,士林昇香腸,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,士林觀光夜市,808
醬油,士林市場地下1樓 60,士林昇香腸,金蘭食品股份有限公司,桃園市大溪區介壽路236號,士林觀光夜市,809
鹽,士林市場地下1樓 60,士林昇香腸,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,士林觀光夜市,810
沙拉油,廣州街龍山國小側門前,深海郭魚湯,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,廣州街觀光夜市,812
味精,廣州街龍山國小側門前,深海郭魚湯,味全食品工業股份有限公司,台北市中山區松江路125號,廣州街觀光夜市,813
糖,廣州街龍山國小側門前,深海郭魚湯,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,廣州街觀光夜市,814
醬油,廣州街龍山國小側門前,深海郭魚湯,金蘭食品股份有限公司,桃園市大溪區介壽路236號,廣州街觀光夜市,815
鹽,廣州街龍山國小側門前,深海郭魚湯,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,廣州街觀光夜市,816
味精,遼寧街44號左旁巷口,丁媽媽水餃,味丹企業股份有限公司,台中市沙鹿區興安路65號,遼寧街夜市,817
香油,遼寧街44號左旁巷口,丁媽媽水餃,辰邦股份有限公司,新北市新莊區化成路403巷47號,遼寧街夜市,818
特白胡椒粉,遼寧街44號左旁巷口,丁媽媽水餃,濟生股份有限公司,台北市大同區安西街116號,遼寧街夜市,819
高級精鹽,遼寧街44號左旁巷口,丁媽媽水餃,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,遼寧街夜市,820
高鮮味精,遼寧街44號左旁巷口,丁媽媽水餃,味全食品工業股份有限公司,台北市中山區松江路125號,遼寧街夜市,821
貳號砂糖,遼寧街44號左旁巷口,丁媽媽水餃,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,遼寧街夜市,822
醬油,遼寧街44號左旁巷口,丁媽媽水餃,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6,遼寧街夜市,823
鰹魚粉,遼寧街44號左旁巷口,丁媽媽水餃,台灣味之素股份有限公司,台北市中山區民權東路三段6號10樓,遼寧街夜市,824
五味醬,中華路一段311巷42號,康師傅海鮮什錦麵疙瘩,自製,台灣,南機場夜市,825
胡椒粉,中華路一段311巷42號,康師傅海鮮什錦麵疙瘩,隆安蔘藥行,台北市中正區中華路二段313巷1號,南機場夜市,826
辣椒醬,中華路一段311巷42號,康師傅海鮮什錦麵疙瘩,香山食品廠(香山麻油辣椒醬),新竹市香山區牛埔路280號,南機場夜市,827
豬油,中華路一段311巷42號,康師傅海鮮什錦麵疙瘩,自製,台灣,南機場夜市,828
醋,中華路一段311巷42號,康師傅海鮮什錦麵疙瘩,工研烏醋(大安工研食品股份有限公司),臺北市忠孝東路三段10巷1號,南機場夜市,829
糖,中華路一段311巷42號,康師傅海鮮什錦麵疙瘩,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,南機場夜市,830
醬油,中華路一段311巷42號,康師傅海鮮什錦麵疙瘩,金蘭食品股份有限公司,桃園市大溪區介壽路236號,南機場夜市,831
鹽,中華路一段311巷42號,康師傅海鮮什錦麵疙瘩,台鹽實業股份有限公司,台南市南區健康路1段297號,南機場夜市,832
味精,(日)中華路二段309巷20號旁,阿嬌油飯,味王股份有限公司,台北市中山區聚盛里中山北路2段79號5樓,南機場夜市,833
香油,(日)中華路二段309巷20號旁,阿嬌油飯,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6,南機場夜市,834
黑糖,(日)中華路二段309巷20號旁,阿嬌油飯,寶山糖業有限公司,新竹縣寶山鄉寶新路312號,南機場夜市,835
豬油,(日)中華路二段309巷20號旁,阿嬌油飯,自製,臺灣,南機場夜市,836
醋,(日)中華路二段309巷20號旁,阿嬌油飯,大安工研食品工廠股份有限公司,台北市大安區忠孝東路3段10巷1號,南機場夜市,837
醬油,(日)中華路二段309巷20號旁,阿嬌油飯,味王股份有限公司,台北市中山區聚盛里中山北路2段79號5樓,南機場夜市,838
鹽,(日)中華路二段309巷20號旁,阿嬌油飯,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,南機場夜市,839
沙拉油,士林市場地下1樓 009號,陳記大餅包小餅,大統益股份有限公司,台南市官田區二鎮里工業西路32號,士林觀光夜市,840
糖,士林市場地下1樓 009號,陳記大餅包小餅,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,士林觀光夜市,841
鹽,士林市場地下1樓 009號,陳記大餅包小餅,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,士林觀光夜市,842
沙茶醬,中華路二段309巷口,胡記大腸麵線,好帝一食品有限公司,台南市新市區大營里豐榮160號,南機場夜市,843
味精,中華路二段309巷口,胡記大腸麵線,味王股份有限公司,台北市中山區聚盛里中山北路2段79號5樓,南機場夜市,844
辣椒醬,中華路二段309巷口,胡記大腸麵線,十全特好食品股份有限公司,新竹縣竹北市鳳岡路三段398號,南機場夜市,845
醋,中華路二段309巷口,胡記大腸麵線,大安工研食品工廠股份有限公司,台北市大安區忠孝東路3段10巷1號,南機場夜市,846
糖,中華路二段309巷口,胡記大腸麵線,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,南機場夜市,847
醬油膏,中華路二段309巷口,胡記大腸麵線,鮮大王食品工業股份有限公司,桃園市平鎮區關爺東路35號,南機場夜市,848
鹽,中華路二段309巷口,胡記大腸麵線,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,南機場夜市,849
糖,168號前,豆花綠豆粉圓,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,西昌街觀光夜市,850
沙茶醬,中華路二段311巷轉角,古早味碳烤玉米,好帝一食品有限公司,台南市新市區大營里豐榮160號,南機場夜市,851
豬油,中華路二段311巷轉角,古早味碳烤玉米,自製,台灣,南機場夜市,852
糖,中華路二段311巷轉角,古早味碳烤玉米,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,南機場夜市,853
醬油,中華路二段311巷轉角,古早味碳烤玉米,金蘭食品股份有限公司,桃園市大溪區介壽路236號,南機場夜市,854
鹽,中華路二段311巷轉角,古早味碳烤玉米,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,南機場夜市,855
沙拉油,廣州街觀光夜市龍山國小旁,甲林鐵板燒,大成長城企業股份有限公司,台南市永康區蔦松二街3號,廣州街觀光夜市,856
糖,廣州街觀光夜市龍山國小旁,甲林鐵板燒,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,廣州街觀光夜市,857
醬油,廣州街觀光夜市龍山國小旁,甲林鐵板燒,金蘭食品股份有限公司,桃園市大溪區介壽路236號,廣州街觀光夜市,858
鹽,廣州街觀光夜市龍山國小旁,甲林鐵板燒,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,廣州街觀光夜市,859
台糖,103號攤,刈包,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,西昌街觀光夜市,860
台鹽,103號攤,刈包,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,西昌街觀光夜市,861
醬油,103號攤,刈包,金蘭食品股份有限公司,桃園市大溪區介壽路236號,西昌街觀光夜市,862
味精,士林市場地下1樓 078號,488老店,味全食品工業股份有限公司,台北市中山區松江路125號,士林觀光夜市,863
豬油,士林市場地下1樓 078號,488老店,美食家食材通路股份有限公司,台南市安平區永華路二段373號,士林觀光夜市,864
糖,士林市場地下1樓 078號,488老店,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,士林觀光夜市,865
醬油,士林市場地下1樓 078號,488老店,金蘭食品股份有限公司,桃園市大溪區介壽路236號,士林觀光夜市,866
鹽,士林市場地下1樓 078號,488老店,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,士林觀光夜市,867
沙拉油,遼寧街朱崙公園旁(08),香菇鹹粥,美食家食材通路股份有限公司,台南市安平區永華路二段373號,遼寧街夜市,868
味精,遼寧街朱崙公園旁(08),香菇鹹粥,信成油廠股份有限公司,台北市大同區民生西路96號,遼寧街夜市,869
烏醋,遼寧街朱崙公園旁(08),香菇鹹粥,合將整合行銷股份有限公司,台北市內湖區基湖路35巷16號8樓之4,遼寧街夜市,870
糖,遼寧街朱崙公園旁(08),香菇鹹粥,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,遼寧街夜市,871
醬油,遼寧街朱崙公園旁(08),香菇鹹粥,丸莊食品工業股份有限公司,雲林縣二崙鄉隆興路12之30號,遼寧街夜市,872
鹽,遼寧街朱崙公園旁(08),香菇鹹粥,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,遼寧街夜市,873
沙拉油,饒河街191號,施老板,松山農產行,台北市信義區虎林街48之2號,饒河街觀光夜市,874
辣椒粉,饒河街191號,施老板,松山農產行,台北市信義區虎林街48之2號,饒河街觀光夜市,875
糖,饒河街191號,施老板,松山農產行,台北市信義區虎林街48之2號,饒河街觀光夜市,876
鹽,饒河街191號,施老板,松山農產行,台北市信義區虎林街48之2號,饒河街觀光夜市,877
醬油膏,中華路二段309巷口,蛋餅,新亞醬園,新北市蘆洲區長安街285巷18號1樓,南機場夜市,901
沙拉油,遼寧街遼寧街朱崙公園旁(02),格登炸雞,美食家食材通路股份有限公司,台南市安平區永華路二段373號,遼寧街夜市,878
胡椒粉,遼寧街遼寧街朱崙公園旁(02),格登炸雞,自製,台灣,遼寧街夜市,879
辣椒粉,遼寧街遼寧街朱崙公園旁(02),格登炸雞,自製,台灣,遼寧街夜市,880
沙拉油,遼寧街夜市朱崙公園前(05),甜不辣,統一企業股份有限公司,台南市永康區鹽行里中正路301號,遼寧街夜市,881
香油,遼寧街夜市朱崙公園前(05),甜不辣,真老麻油,新北市三峽區中華路74-1號,遼寧街夜市,882
甜辣醬,遼寧街夜市朱崙公園前(05),甜不辣,金蘭食品股份有限公司,桃園市大溪區介壽路236號,遼寧街夜市,883
辣椒醬,遼寧街夜市朱崙公園前(05),甜不辣,自製,台灣,遼寧街夜市,884
糖,遼寧街夜市朱崙公園前(05),甜不辣,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,遼寧街夜市,885
醬油,遼寧街夜市朱崙公園前(05),甜不辣,金蘭食品股份有限公司,桃園市大溪區介壽路236號,遼寧街夜市,886
醬油膏,遼寧街夜市朱崙公園前(05),甜不辣,源珍食品加工廠,新竹市東區西大路221號,遼寧街夜市,887
鹽,遼寧街夜市朱崙公園前(05),甜不辣,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,遼寧街夜市,888
味素,43,秋雲潤餅,味王股份有限公司,台北市中山區聚盛里中山北路2段79號5樓,寧夏觀光夜市,889
咖哩粉,43,秋雲潤餅,濟生股份有限公司,台北市大同區安西街116號,寧夏觀光夜市,890
甜辣醬,43,秋雲潤餅,三豐食品工廠,新北市新莊區化成路100號,寧夏觀光夜市,891
豬油,43,秋雲潤餅,大台北果菜市場,新北市蘆洲區復興路410巷11號,寧夏觀光夜市,892
鹽,43,秋雲潤餅,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,寧夏觀光夜市,893
沙拉油,雙城街攤販臨時集中場(夜36),台灣第一香香雞排,大統益股份有限公司,台南市官田區二鎮里工業西路32號,雙城街夜市,894
糖,雙城街攤販臨時集中場(夜36),台灣第一香香雞排,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,雙城街夜市,895
鹽,雙城街攤販臨時集中場(夜36),台灣第一香香雞排,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,雙城街夜市,896
沙拉油,中華路二段309巷口,蛋餅,大成長城企業股份有限公司,台北市內湖區文湖街20號8樓,南機場夜市,897
味精,中華路二段309巷口,蛋餅,味王股份有限公司,台北市中山區聚盛里中山北路2段79號5樓,南機場夜市,898
香油,中華路二段309巷口,蛋餅,辰邦股份有限公司,新北市新莊區化成路403巷47號,南機場夜市,899
糖,中華路二段309巷口,蛋餅,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,南機場夜市,900
醋,士林市場地下1樓45,蓁品美食,無品牌,台灣,士林觀光夜市,3307
鹽,中華路二段309巷口,蛋餅,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,南機場夜市,902
沙拉油,中華路二段309巷-311巷間,兩喜號魷魚羹,大成長城企業股份有限公司,台南市永康區蔦松二街3號,南機場夜市,903
烏醋,中華路二段309巷-311巷間,兩喜號魷魚羹,大安工研食品工廠股份有限公司,台北市大安區忠孝東路3段10巷1號,南機場夜市,904
糖,中華路二段309巷-311巷間,兩喜號魷魚羹,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,南機場夜市,905
醬油,中華路二段309巷-311巷間,兩喜號魷魚羹,味全食品工業股份有限公司,台北市中山區松江路125號,南機場夜市,906
鹽,中華路二段309巷-311巷間,兩喜號魷魚羹,台鹽實業股份有限公司,台南市南區健康路1段297號,南機場夜市,907
沙拉油,廣州街觀光夜市廣州街(龍山國小前),鱸魚湯,美食家食材通路股份有限公司,台南市安平區永華路二段373號,廣州街觀光夜市,908
味精,廣州街觀光夜市廣州街(龍山國小前),鱸魚湯,味全食品工業股份有限公司,台北市中山區松江路125號,廣州街觀光夜市,909
香油,廣州街觀光夜市廣州街(龍山國小前),鱸魚湯,福壽實業股份有限公司,台中市沙鹿區沙田路45號,廣州街觀光夜市,910
糖,廣州街觀光夜市廣州街(龍山國小前),鱸魚湯,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,廣州街觀光夜市,911
醬油,廣州街觀光夜市廣州街(龍山國小前),鱸魚湯,金蘭食品股份有限公司,桃園市大溪區介壽路236號,廣州街觀光夜市,912
鹽,廣州街觀光夜市廣州街(龍山國小前),鱸魚湯,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,廣州街觀光夜市,913
沙茶醬,梧州街、廣州街交叉口,青蛙湯,藝多廚食材股份有限公司,台北市內湖區安康路143號1樓,梧州街觀光夜市,914
味精,梧州街、廣州街交叉口,青蛙湯,味全食品工業股份有限公司,台北市中山區松江路125號,梧州街觀光夜市,915
烏醋,梧州街、廣州街交叉口,青蛙湯,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6,梧州街觀光夜市,916
豬油,梧州街、廣州街交叉口,青蛙湯,台北縣肉品市場,台北縣樹林鎮俊安街43號,梧州街觀光夜市,917
糖,梧州街、廣州街交叉口,青蛙湯,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,梧州街觀光夜市,918
醬油,梧州街、廣州街交叉口,青蛙湯,雙美人醬油,台北市大同區環河北路一段331號,梧州街觀光夜市,919
鹽,梧州街、廣州街交叉口,青蛙湯,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,梧州街觀光夜市,920
豬油(豬腳油脂),梧州街龍山托兒所旁(鄰廣州街),香菇豬腳,自製,台灣,梧州街觀光夜市,921
味素,46,郭魚湯,味丹企業股份有限公司,台中市沙鹿區興安路65號,寧夏觀光夜市,2824
醬油,梧州街龍山托兒所旁(鄰廣州街),香菇豬腳,味全食品工業股份有限公司,台北市中山區松江路125號,梧州街觀光夜市,922
鹽,梧州街龍山托兒所旁(鄰廣州街),香菇豬腳,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,梧州街觀光夜市,923
沙拉油,梧州街龍山托兒所前,本地牛肉,大成長城企業股份有限公司,台南市永康區蔦松二街3號,梧州街觀光夜市,924
醬油,梧州街龍山托兒所前,本地牛肉,源珍食品加工廠,新竹市東區西大路221號,梧州街觀光夜市,925
鹽,梧州街龍山托兒所前,本地牛肉,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,梧州街觀光夜市,926
沙拉油,梧州街龍山托兒所前,李家過魚湯,大成長城企業股份有限公司,台北市內湖區文湖街20號8樓,梧州街觀光夜市,927
味噌,梧州街龍山托兒所前,李家過魚湯,明德食品工業股份有限公司,高雄市阿蓮區復安村172號,梧州街觀光夜市,928
糖,梧州街龍山托兒所前,李家過魚湯,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,梧州街觀光夜市,929
醬油,梧州街龍山托兒所前,李家過魚湯,源珍食品加工廠,新竹市東區西大路221號,梧州街觀光夜市,930
鹽,梧州街龍山托兒所前,李家過魚湯,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,梧州街觀光夜市,931
冰糖,33,168純鮮飲,媽媽家食品企業有限公司,台北市大同區迪化街一段180號,寧夏觀光夜市,932
果糖,33,168純鮮飲,豐年豐和企業股份有限公司,台南市東區裕農路375號8樓,寧夏觀光夜市,933
油膏,雙城街攤販臨時集中場(夜12),鄉村鵝肉,金蘭食品股份有限公司,桃園市大溪區介壽路236號,雙城街夜市,934
豬油,雙城街攤販臨時集中場(夜12),鄉村鵝肉,自製,臺灣,雙城街夜市,935
糖,雙城街攤販臨時集中場(夜12),鄉村鵝肉,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,雙城街夜市,936
醬油,雙城街攤販臨時集中場(夜12),鄉村鵝肉,丸莊食品工業股份有限公司,雲林縣二崙鄉隆興路12之30號,雙城街夜市,937
鵝油,雙城街攤販臨時集中場(夜12),鄉村鵝肉,自製,臺灣,雙城街夜市,938
鹽,雙城街攤販臨時集中場(夜12),鄉村鵝肉,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,雙城街夜市,939
香油,雙城街臨時攤販集中場(夜07),滷味香,辰邦股份有限公司,新北市新莊區化成路403巷47號,雙城街夜市,940
辣椒油,雙城街臨時攤販集中場(夜07),滷味香,順頎食品有限公司,新北市新莊區五工路73號,雙城街夜市,941
糖,雙城街臨時攤販集中場(夜07),滷味香,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,雙城街夜市,942
醬油,雙城街臨時攤販集中場(夜07),滷味香,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6,雙城街夜市,943
沙拉油,57-61,杜家美食,無品牌,台灣,士林觀光夜市,3308
鹽,雙城街臨時攤販集中場(夜07),滷味香,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,雙城街夜市,944
米酒,遼寧街65號對面,勝利蚵仔煎,臺灣菸酒股份有限公司,台北市中正區南昌路一段4號,遼寧街夜市,945
沙拉油,遼寧街65號對面,勝利蚵仔煎,大成長城企業股份有限公司,台南市永康區蔦松二街3號,遼寧街夜市,946
沙茶醬,遼寧街65號對面,勝利蚵仔煎,好帝一食品有限公司,台南市新市區大營里豐榮160號,遼寧街夜市,947
香油,遼寧街65號對面,勝利蚵仔煎,辰邦股份有限公司,新北市新莊區化成路403巷47號,遼寧街夜市,948
辣椒醬,遼寧街65號對面,勝利蚵仔煎,自製,台灣,遼寧街夜市,949
糖,遼寧街65號對面,勝利蚵仔煎,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,遼寧街夜市,950
醬油,遼寧街65號對面,勝利蚵仔煎,味全食品工業股份有限公司,台北市中山區松江路125號,遼寧街夜市,951
醬油膏,遼寧街65號對面,勝利蚵仔煎,丸莊食品工業股份有限公司,雲林縣二崙鄉隆興路12之30號,遼寧街夜市,952
鹽,遼寧街65號對面,勝利蚵仔煎,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,遼寧街夜市,953
沙拉油,饒河街夜市路中236號,北方水煎包,美食家食材通路股份有限公司,台南市安平區永華路二段373號,饒河街觀光夜市,954
沙拉油,饒河街夜市路中236號,北方水煎包,美食家食材通路股份有限公司,台南市安平區永華路二段373號,饒河街觀光夜市,955
味精,饒河街夜市路中236號,北方水煎包,味丹企業股份有限公司,台中市沙鹿區興安路65號,饒河街觀光夜市,956
油膏,饒河街夜市路中236號,北方水煎包,新亞醬園有限公司,新北市蘆洲區長安街285巷18號1樓,饒河街觀光夜市,957
香油,饒河街夜市路中236號,北方水煎包,辰邦股份有限公司,新北市新莊區化成路403巷47號,饒河街觀光夜市,958
香油,饒河街夜市路中236號,北方水煎包,辰邦股份有限公司,新北市新莊區化成路403巷47號,饒河街觀光夜市,959
糖,饒河街夜市路中236號,北方水煎包,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,饒河街觀光夜市,960
醬油,饒河街夜市路中236號,北方水煎包,金蘭食品股份有限公司,桃園市大溪區介壽路236號,饒河街觀光夜市,961
鹽,饒河街夜市路中236號,北方水煎包,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,饒河街觀光夜市,962
鹽,饒河街夜市路中236號,北方水煎包,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,饒河街觀光夜市,963
芝麻香油,50,山東赤肉蒸餃,日發麻油行,新北市三重區瑞德里11鄰仁興街24巷2號1樓,寧夏觀光夜市,964
醬油,50,山東赤肉蒸餃,丸莊食品工業股份有限公司,雲林縣二崙鄉隆興路12之30號,寧夏觀光夜市,965
胡椒粉,122,邱記碳烤,三和香料有限公司,台南市東區東門路一段23號,寧夏觀光夜市,1009
沙拉油,士林市場地下1樓 040、041號,臭豆腐之家,大成長城企業股份有限公司,台南市永康區蔦松二街3號,士林觀光夜市,966
辣椒醬,士林市場地下1樓 040、041號,臭豆腐之家,三豐食品工廠,新北市新莊區化成路100號,士林觀光夜市,967
醬油,士林市場地下1樓 040、041號,臭豆腐之家,金蘭食品股份有限公司,桃園市大溪區介壽路236號,士林觀光夜市,968
鹽,士林市場地下1樓 040、041號,臭豆腐之家,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,士林觀光夜市,969
沙拉油,74,醬汁雞排,施協發商號,台北市大同區南京西路107巷46號,寧夏觀光夜市,970
糖,74,醬汁雞排,台糖,台北市大同區南京西路107巷46號,寧夏觀光夜市,971
醬油,74,醬汁雞排,金蘭食品股份有限公司,台北市大同區南京西路107巷46號,寧夏觀光夜市,972
胡椒,中華路二段311巷口,39相思雞,台灣第一家有限公司,新北市土城區成功街2之1號,南機場夜市,973
香油,中華路二段311巷口,39相思雞,信成油廠股份有限公司,台北市大同區民生西路96號,南機場夜市,974
麻辣粉,中華路二段311巷口,39相思雞,廣農企業有限公司,雲林縣莿桐鄉義和村三和116號,南機場夜市,975
辣椒粉,中華路二段311巷口,39相思雞,環球食品商行,嘉義縣民雄鄉興中村義橋1號之4,南機場夜市,976
肉鬆,91,劉芋仔蛋黃芋餅,濱江市場,台北市中山區民族東路336號,寧夏觀光夜市,977
沙拉油,91,劉芋仔蛋黃芋餅,大統益股份有限公司,台南市官田區二鎮里工業西路32號,寧夏觀光夜市,978
沙拉醬,182,鳳梨蝦球,瑞西食品有限公司,新北市板橋區中山路2段412巷21弄10號,寧夏觀光夜市,979
泰式醬,182,鳳梨蝦球,永有食品有限公司,新北市土城區民生街3號之8,寧夏觀光夜市,980
蜂蜜芥末,182,鳳梨蝦球,迪化街商圈,台北市大同區迪化街一段,寧夏觀光夜市,981
沙拉油,士林市場地下1樓6,蔡京翰棺材板,美食家食材通路股份有限公司,台南市安平區永華路二段373號,士林觀光夜市,982
味精,士林市場地下1樓6,蔡京翰棺材板,味全食品工業股份有限公司,台北市中山區松江路125號,士林觀光夜市,983
糖,士林市場地下1樓6,蔡京翰棺材板,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號,士林觀光夜市,984
鹽,士林市場地下1樓6,蔡京翰棺材板,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號,士林觀光夜市,985
沙拉油,南松山廣場,八爪轟炸鮮魷魚,美食家食材通路股份有限公司,台南市安平區永華路二段373號,饒河街觀光夜市,986
芥末,南松山廣場,八爪轟炸鮮魷魚,其美有限公司,台北市信義區松山路156之1號,饒河街觀光夜市,987
蒜泥,南松山廣場,八爪轟炸鮮魷魚,環南市場,台北市萬華區環河南路二段245號,饒河街觀光夜市,988
萬上味噌,46,郭魚湯,華泰行食品工廠,新北市新莊區新莊路67號,寧夏觀光夜市,2825
沙拉油,饒河街111號,韓樓豆腐鍋,大統益股份有限公司,台南市官田區二鎮里工業西路32號,饒河街觀光夜市,989
