夜市名稱,調味名稱,攤位,攤商名稱,品牌,來源(產地)
饒河街觀光夜市,芝麻粉,饒河街10攤位,狀元糕,點點雜糧,新北市三重區雙園街57巷5號
饒河街觀光夜市,花生粉,饒河街10攤位,狀元糕,點點雜糧,新北市三重區雙園街57巷5號
饒河街觀光夜市,糖,饒河街10攤位,狀元糕,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,胡椒粉,饒河街23號攤位,永哥爆漿好吃雞腿捲,老公仔標(統隆企業有限公司),台北市北投區立德路121巷18號
饒河街觀光夜市,沙拉油,饒河街25號攤位,現炸魷魚船,美食家食材通路股份有限公司,台南市安平區永華路二段373號
饒河街觀光夜市,芥末,饒河街25號攤位,現炸魷魚船,現炸魷魚船(臺中總店),臺中市北屯區經貿一路168巷225號
饒河街觀光夜市,胡椒,饒河街25號攤位,現炸魷魚船,現炸魷魚船(臺中總店),臺中市北屯區經貿一路168巷225號
饒河街觀光夜市,泰式酸辣醬,饒河街25號攤位,現炸魷魚船,現炸魷魚船(臺中總店),臺中市北屯區經貿一路168巷225號
饒河街觀光夜市,胡椒粉,饒河街26攤位,北極螺,天裕行(其美有限公司),台北市信義區松山路156之1號
饒河街觀光夜市,辣粉,饒河街26攤位,北極螺,天裕行(其美有限公司),台北市信義區松山路156之1號
饒河街觀光夜市,鹽,饒河街26攤位,北極螺,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
饒河街觀光夜市,醬油,饒河街27攤位,深海大魷魚,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6
饒河街觀光夜市,沙茶醬,饒河街攤商號碼304,玉米哥直立式炭烤玉米,勝益興食品有限公司,高雄市三民區遼北街7號
饒河街觀光夜市,糖,饒河街攤商號碼304,玉米哥直立式炭烤玉米,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,醬油,饒河街攤商號碼304,玉米哥直立式炭烤玉米,新亞醬園,新北市蘆洲區長安街285巷18號1樓
饒河街觀光夜市,鹽,饒河街攤商號碼304,玉米哥直立式炭烤玉米,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
饒河街觀光夜市,糖,饒河街33號攤位,健康鮮果汁,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,胡椒粉,饒河街34攤位,碳霸海鮮燒烤,天裕行(其美有限公司),台北市信義區松山路156之1號
饒河街觀光夜市,沙拉油,饒河街32攤位,饒河鳥蛋蝦球,美食家食材通路股份有限公司,台南市安平區永華路二段373號
饒河街觀光夜市,胡椒鹽,饒河街32攤位,饒河鳥蛋蝦球,小磨坊國際貿易股份有限公司,台中市西屯區工業區一路70號7樓之1
饒河街觀光夜市,海苔粉,饒河街32攤位,饒河鳥蛋蝦球,小磨坊國際貿易股份有限公司,台中市西屯區工業區一路70號7樓之1
饒河街觀光夜市,金梅醬油膏,饒河街223號攤位,原住民山豬肉香腸,新亞醬園,新北市蘆洲區長安街285巷18號1F
饒河街觀光夜市,海鹽,饒河街79號,生蠔哥海鮮炭烤,Kirkland Signature 科克蘭研磨地中海海鹽,法國
饒河街觀光夜市,黑胡椒,饒河街223號攤位,原住民山豬肉香腸,飛馬牌(濟生股份有限公司),台北市大同區安西街116號
饒河街觀光夜市,蒜泥,饒河街223號攤位,原住民山豬肉香腸,歸綏街批發市場,臺北市歸綏街
饒河街觀光夜市,靜岡芥末,饒河街223號攤位,原住民山豬肉香腸,歸綏街批發市場,臺北市歸綏街
饒河街觀光夜市,胡椒粉,饒河街43攤位,烤野生生蠔,天裕行(其美有限公司),台北市信義區松山路156之1號
饒河街觀光夜市,沙拉油,饒河街45號對面,炸彈蔥油餅,大統益股份有限公司,台南市官田區二鎮里工業西路32號
饒河街觀光夜市,醬油,饒河街45號對面,炸彈蔥油餅,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6
饒河街觀光夜市,鹽,饒河街45號對面,炸彈蔥油餅,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
饒河街觀光夜市,胡椒粒,饒河街173攤位,乾燒蛤,福利蔥蒜行,台北市大同區歸綏街246號
饒河街觀光夜市,沙拉油,饒河街61號攤位,一口煎餃,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,醬油,饒河街61號攤位,一口煎餃,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6
饒河街觀光夜市,沙拉油,饒河街63號店面右邊,老芋頭仔芋頭酥,大成長城企業股份有限公司,台南市永康區蔦松二街3號
饒河街觀光夜市,糖,饒河街63號店面右邊,老芋頭仔芋頭酥,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,香油,饒河街64號攤位,黑仔滷味,辰邦股份有限公司,新北市新莊區化成路403巷47號
饒河街觀光夜市,糖,饒河街64號攤位,黑仔滷味,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,醬油,饒河街64號攤位,黑仔滷味,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6
饒河街觀光夜市,鹽,饒河街64號攤位,黑仔滷味,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
饒河街觀光夜市,胡椒粉,饒河街66攤位,鹽酥雞,天裕行(其美有限公司),台北市信義區松山路156之1號
饒河街觀光夜市,辣椒粉,饒河街66攤位,鹽酥雞,天裕行(其美有限公司),台北市信義區松山路156之1號
饒河街觀光夜市,玉米粒,饒河街51號前,貝克現烤馬鈴薯,無品牌,泰國進口
饒河街觀光夜市,沙拉油,饒河街76號店面,旺角,佳格食品股份有限公司 ,台北市大安區仁愛路三段136號5樓
饒河街觀光夜市,糖,饒河街76號店面,旺角,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,胡椒粉,饒河街79號,生蠔哥海鮮炭烤,台灣第一家有限公司,新北市土城區成功街2-1號(土城工業區)
饒河街觀光夜市,細砂糖,饒河街79號,生蠔哥海鮮炭烤,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,醬油,饒河街79號,生蠔哥海鮮炭烤,金蘭食品股份有限公司,桃園市大溪區介壽路236號
饒河街觀光夜市,糖,饒河街90號攤位,王記高粱酒香腸,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,鹽,饒河街90號攤位,王記高粱酒香腸,台鹽實業股份有限公司?,台南市南區健康路1段297號
饒河街觀光夜市,沙拉油,饒河街97號攤位,宜蘭蔥捲餅,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,糖,饒河街97號攤位,宜蘭蔥捲餅,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,醬油,饒河街97號攤位,宜蘭蔥捲餅,金蘭食品股份有限公司,桃園市大溪區介壽路236號
饒河街觀光夜市,鹽,饒河街97號攤位,宜蘭蔥捲餅,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
饒河街觀光夜市,糖,饒河街119號攤位,天津北晟甘栗,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,糖,饒河街121攤位,現打果汁,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,糖,饒河街159號攤位,寶媽養生品,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,巧克力,饒河街166號攤位,牛B葫蘆王,三多士股份有限公司,台北市大安區四維路208巷3-1號1樓
饒河街觀光夜市,白糖,饒河街166號攤位,牛B葫蘆王,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,梅子粉,饒河街166號攤位,牛B葫蘆王,牛b葫蘆王總店,台中市西屯區文華路25之9號對面
饒河街觀光夜市,煉乳,饒河街166號攤位,牛B葫蘆王,盛發興食品股份有限公司,雲林縣斗六市斗六工業區民享街1號
饒河街觀光夜市,蜂蜜,饒河街166號攤位,牛B葫蘆王,牛b葫蘆王總店,台中市西屯區文華路25之9號對面
饒河街觀光夜市,沙拉油,饒河街171攤位,北京羊肉串,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,蠔油,饒河街172攤位,北大洋深海大魷魚,金蘭食品股份有限公司,桃園市大溪區介壽路236號
饒河街觀光夜市,糖,饒河街173號攤位,特濃戀鮮乳,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,果糖,饒河街182攤位,金桔檸檬,豐年豐和企業股份有限公司,台南市東區裕農路375號8樓
饒河街觀光夜市,糖,饒河街182攤位,金桔檸檬,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,糖,饒河街177號攤位,和之屋脆皮雞蛋燒,台灣糖業股份有限公司,台南市仁德區田厝里文華路二段326號
饒河街觀光夜市,沙拉油,饒河街178攤位,花枝燒,美食家食材通路股份有限公司,台南市安平區永華路二段373號
饒河街觀光夜市,糖,饒河街180攤位,木瓜牛奶,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,沙拉油,饒河街192號騎樓,甜心脆皮雞蛋糕,美食家食材通路股份有限公司,台南市安平區永華路二段373號
饒河街觀光夜市,糖,饒河街194號店面側邊,鄉淳布丁豆花,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,糖,饒河街224攤位,QQ涼圓,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,糖,饒河街224攤位,QQ涼圓,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,七味唐辛,饒河街179號攤位,幸花明太子起司烤餅,新北市明志路三段145號34弄2樓,幸花明太子起司烤餅(總店)
饒河街觀光夜市,海苔,饒河街179號攤位,幸花明太子起司烤餅,幸花明太子起司烤餅(總店),新北市明志路三段145號34弄2樓
饒河街觀光夜市,蒜味粉,饒河街179號攤位,幸花明太子起司烤餅,幸花明太子起司烤餅(總店),新北市明志路三段145號34弄2樓
饒河街觀光夜市,沙拉油,饒河街233號攤位,有夠讚特大雞排,美食家食材通路股份有限公司,台南市安平區永華路二段373號
饒河街觀光夜市,胡椒鹽,饒河街233號攤位,有夠讚特大雞排,老公仔標(統隆企業有限公司),台北市北投區立德路121巷18號
饒河街觀光夜市,辣椒粉,饒河街233號攤位,有夠讚特大雞排,統隆企業有限公司,台北市北投區立德路121巷18號
饒河街觀光夜市,沙拉油,饒河街251號攤位,爆醬菇寶寶,美食家食材通路股份有限公司,台南市安平區永華路二段373號
饒河街觀光夜市,胡椒粉,饒河街251號攤位,爆醬菇寶寶,小磨坊國際貿易股份有限公司 ,台中市西屯區工業區一路70號7樓之1
饒河街觀光夜市,香油,饒河街252號攤位,福德魯味,日發麻油行,新北市三重區仁昌街94號
饒河街觀光夜市,糖,饒河街252號攤位,福德魯味,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,醬油,饒河街252號攤位,福德魯味,味全食品工業股份有限公司,台北市中山區松江路125號
饒河街觀光夜市,糖,饒河街254號攤位,杏花村,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,胡椒粉,饒河街255攤位,難忘蟹肉,老公仔標(統隆企業有限公司),台北市北投區立德路121巷18號
饒河街觀光夜市,辣椒粉,饒河街255攤位,難忘蟹肉,老公仔標(統隆企業有限公司),台北市北投區立德路121巷18號
饒河街觀光夜市,胡椒粉,饒河街256號攤位,難忘蟹肉,老公仔標(統隆企業有限公司),台北市北投區立德路121巷18號
饒河街觀光夜市,辣椒粉,饒河街256號攤位,難忘蟹肉,老公仔標(統隆企業有限公司),台北市北投區立德路121巷18號
饒河街觀光夜市,冰糖,饒河街257攤位,大阿姨涼拌手撕雞,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,香油,饒河街257攤位,大阿姨涼拌手撕雞,辰邦股份有限公司,新北市新莊區化成路403巷47號
饒河街觀光夜市,醬油,饒河街257攤位,大阿姨涼拌手撕雞,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6
饒河街觀光夜市,沙拉油,饒河街264號攤位,QQ王子地瓜球,美食家(大統益股份有限公司),台南市官田區二鎮里工業西路32號
饒河街觀光夜市,醬油,饒河街265號攤位,大嘴巴空心鳳爪,金蘭食品股份有限公司,桃園市大溪區介壽路236號
饒河街觀光夜市,胡椒粉,饒河街266號攤位,永哥爆漿好吃雞腿捲,小磨坊國際貿易股份有限公司,台中市西屯工業區一路70號7樓之1
饒河街觀光夜市,醬油,饒河街269號攤位,越南美食,金蘭食品股份有限公司,桃園市大溪區介壽路236號
饒河街觀光夜市,醬油,饒河街274號攤位,金珍珠糯玉米,金蘭食品股份有限公司,桃園市大溪區介壽路236號
饒河街觀光夜市,沙拉油,饒河街285號攤位,蔙萵蔥餅,福壽實業股份有限公司,台中市沙鹿區沙田路45號
饒河街觀光夜市,香油,饒河街285號攤位,蔙萵蔥餅,福壽實業股份有限公司,台中市沙鹿區沙田路45號
饒河街觀光夜市,糖,饒河街285號攤位,蔙萵蔥餅,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,鹽,饒河街285號攤位,蔙萵蔥餅,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
饒河街觀光夜市,七味唐辛,饒河街286攤位,幸花明太子起司烤餅,幸花明太子起司烤餅(總店),新北市明志路三段145號34弄2樓
饒河街觀光夜市,海苔,饒河街286攤位,幸花明太子起司烤餅,幸花明太子起司烤餅(總店),新北市明志路三段145號34弄2樓
饒河街觀光夜市,蒜味粉,饒河街286攤位,幸花明太子起司烤餅,幸花明太子起司烤餅(總店),新北市明志路三段145號34弄2樓
饒河街觀光夜市,香油,饒河街287號攤位,雙保明小籠湯包,一滴香(辰邦股份有限公司),新北市新莊區化成路403巷47號
饒河街觀光夜市,糖,饒河街287號攤位,雙保明小籠湯包,台灣糖業股份有限公司,台南市仁德區田厝里文華路二段326號
饒河街觀光夜市,鹽,饒河街287號攤位,雙保明小籠湯包,台鹽實業股份有限公司,台南市南區健康路一段297號
饒河街觀光夜市,耐炸油,饒河街290號攤位,口袋吐司,美食家食材通路股份有限公司,台南市安平區永華路二段373號
饒河街觀光夜市,醬油,饒河街291號攤位,鮮烤魷魚,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6
饒河街觀光夜市,糖,饒河街292攤位,大腸包小腸,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,醬油,饒河街292攤位,大腸包小腸,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6
饒河街觀光夜市,台糖,饒河街293號攤位,純天然愛玉仙草,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,香油,饒河街294號攤位,大嘴巴空心鳳爪,福壽實業股份有限公司,台中市沙鹿區沙田路45號
饒河街觀光夜市,醬油,饒河街294號攤位,大嘴巴空心鳳爪,金蘭食品股份有限公司,桃園市大溪區介壽路236號
饒河街觀光夜市,甘草粉,饒河街306號攤位,呂小姐不一樣的情人果,勝元堂中藥,台北市大同區民生西路330號1樓
饒河街觀光夜市,梅粉,饒河街306號攤位,呂小姐不一樣的情人果,勝元堂中藥,台北市大同區民生西路330號1樓
饒河街觀光夜市,糖,饒河街306號攤位,呂小姐不一樣的情人果,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,煉乳,饒河街56號攤位,爸拿那法式薄餅,盛發興食品股份有限公司,雲林縣斗六市斗六工業區民享街1號
饒河街觀光夜市,梅粉,饒河街317號攤位,芭樂嫂,林桔園蜜餞行,彰化縣員林市員水路二段390號
饒河街觀光夜市,奶油,饒河街319號攤位,小熊燒,小熊與樹糕點屋,台中市西屯區大安街31號
饒河街觀光夜市,巧克力,饒河街319號攤位,小熊燒,小熊與樹糕點屋,台中市西屯區大安街31號
饒河街觀光夜市,沙拉油,饒河街321號攤位,三明治,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,糖,饒河街321號攤位,三明治,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,蠔油,饒河街324號攤位,北大洋深海大魷魚 烤魷魚,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6
饒河街觀光夜市,沙拉油,饒河街325號攤位,芋包芋,泰山企業股份有限公司,彰化縣田中鎮興工路6號
饒河街觀光夜市,胡椒粉,饒河街331號攤位,邱記10元碳烤,邱記企業社,新北市泰山區台麗街57號
饒河街觀光夜市,辣椒粉,饒河街331號攤位,邱記10元碳烤,邱記企業社,新北市泰山區台麗街57號
饒河街觀光夜市,沙茶醬,饒河街332號攤位,北港麻辣臭豆腐,牛頭牌(好帝一食品有限公司),台南市新市區大營里豐榮160號
饒河街觀光夜市,豆瓣醬,饒河街332號攤位,北港麻辣臭豆腐,哈哈醬園股份有限公司,高雄市岡山區仁壽南路110號
饒河街觀光夜市,豬油,饒河街332號攤位,北港麻辣臭豆腐,南松山市場,台北市松山區塔悠路40號
饒河街觀光夜市,糖,饒河街28號攤位,變態雞翅,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,醬油,饒河街28號攤位,變態雞翅,萬家香醬園股份有限公司,台北市中山區德惠街9號5樓之6
饒河街觀光夜市,玫瑰鹽,饒河街334號攤位,頂級澳洲岩烤和牛,濟生股份有限公司,台北市大同區安西街116號
饒河街觀光夜市,黑胡椒粒,饒河街334號攤位,頂級澳洲岩烤和牛,濟生股份有限公司,台北市大同區安西街116號
饒河街觀光夜市,辣椒粉,饒河街334號攤位,頂級澳洲岩烤和牛,濟生股份有限公司,台北市大同區安西街116號
饒河街觀光夜市,胡椒粉,饒河街338號攤位,爆漿雞腿捲,飛馬牌(濟生股份有限公司),台北市大同區安西街116號
饒河街觀光夜市,黑糖,饒河街340號攤位,養生現壓甘蔗汁,南松山市場,台北市松山區塔悠路40號
饒河街觀光夜市,薑母,饒河街340號攤位,養生現壓甘蔗汁,南松山市場,台北市松山區塔悠路40號
饒河街觀光夜市,胡椒鹽,饒河街342號攤位,不一樣碳烤杏鮑菇,小磨坊國際貿易股份有限公司,台中市西屯區工業區一路70號7樓之1
饒河街觀光夜市,檸檬,饒河街342號攤位,不一樣碳烤杏鮑菇,小磨坊國際貿易股份有限公司,台中市西屯區工業區一路70號7樓之1
饒河街觀光夜市,醬油,饒河街342號攤位,不一樣碳烤杏鮑菇,金蘭食品股份有限公司,桃園市大溪區介壽路236號
饒河街觀光夜市,七味唐辛子,饒河街路中122號攤位,乙町翁日式岩燒,小磨坊國際貿易股份有限公司,台中市西屯區工業區一路70號7樓之1
饒河街觀光夜市,玫瑰鹽,饒河街路中122號攤位,乙町翁日式岩燒,台鹽實業股份有限公司,苗栗縣通霄鎮內島里122號
饒河街觀光夜市,芥末粉,饒河街路中122號攤位,乙町翁日式岩燒,小磨坊國際貿易股份有限公司,台中市西屯區工業區一路70號7樓之1
饒河街觀光夜市,糖,饒河街344號攤位,是茶非茶,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,糖,饒河街117號攤位,港仔找茶,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,胡椒鹽,饒河街328號攤位,不一樣碳烤杏鮑菇,小磨坊國際貿易股份有限公司,台中市西屯區工業區一路70號7樓之1
饒河街觀光夜市,檸檬,饒河街328號攤位,不一樣碳烤杏鮑菇,小磨坊國際貿易股份有限公司,台中市西屯區工業區一路70號7樓之1
饒河街觀光夜市,醬油,饒河街328號攤位,不一樣碳烤杏鮑菇,金蘭食品股份有限公司,桃園市大溪區介壽路236號
饒河街觀光夜市,醬油膏,饒河街192號店面前,串燒臭豆腐,新亞醬園,新北市蘆洲區長安街285巷18號1樓
饒河街觀光夜市,沙拉醬,饒河街231-右邊攤位,裕子燒,瑞西莎拉醬(維味香食品工廠),台南市六甲區龜港里142號
饒河街觀光夜市,鹽,饒河街231-左邊,極品鹽水雞,台鹽實業股份有限公司 ,台南市南區健康路1段297號
饒河街觀光夜市,糖,饒河街253號攤位,難忘米粉湯,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,糖,饒河街337號攤位,糖戀愛,台灣糖業股份有限公司,台南市仁德區田厝里文華路2段326號
饒河街觀光夜市,香油,饒河街333號攤位,紅燒牛肉麵,辰邦股份有限公司,新北市新莊區化成路403巷47號
